Scene,Filename,Method,BE (cm),Compression Ratio,Compression Time (s),Decompression Time (s),Mean Error (Axis),Max Error (Axis),Mean Error (L2),Max Error (L2),Num Packets,Chamfer Distance,Occupancy IoU,DatasetScene,FullPath,RawBytes,CompressedBytes
sample_1,0000000002.bin,EB-HC-3D(Axis),0.5,0.3034087893998711,,,0.0018743803957477,0.0025005340576171,0.0024052969030688,0.0042188529947842,3587,1.253674466941622e-05,0.9386521962308424,campus,data/KITTI_paper/campus/0000000002.bin,1969888,597681.3333333333
sample_1,0000000002.bin,EB-HC-3D(L2),0.5,0.3034087893998711,,,0.0018743803957477,0.0025005340576171,0.0024052969030688,0.0042188529947842,3587,1.253674466941622e-05,0.9386521962308424,campus,data/KITTI_paper/campus/0000000002.bin,1969888,597681.3333333333
sample_1,0000000002.bin,EB-HC(Axis),1.0,0.3512416272735641,,,0.004661058075726,0.0090000629425048,0.0058283471731652,0.0103929281365734,4152,7.546479258371334e-05,0.8813175545776905,campus,data/KITTI_paper/campus/0000000002.bin,1969888,691906.6666666666
sample_1,0000000002.bin,EB-HC(L2),1.0,0.3578396335223119,,,0.0039015745278447,0.0080000162124633,0.0048699036806295,0.0086615534985765,4230,5.295711252301847e-05,0.9003797796127399,campus,data/KITTI_paper/campus/0000000002.bin,1969888,704904.0
sample_1,0000000002.bin,EB-Octree(Axis),1.0,0.5507934122819842,,,0.0001588477607583,0.008000373840332,0.0001867076513518,0.0098994517782387,6511,1.7930798490387334e-06,0.9996822130080808,campus,data/KITTI_paper/campus/0000000002.bin,1969888,1085001.3333333333
sample_1,0000000002.bin,EB-Octree(L2),1.0,0.5444397515662481,,,0.0003546029620338,0.010000005364418,0.0003995300867508,0.0100001335145179,6435,4.519976903538297e-06,0.9991072374294492,campus,data/KITTI_paper/campus/0000000002.bin,1969888,1072485.3333333335
sample_1,0000000002.bin,EB-HC-3D(Axis),1.0,0.274352653551877,,,0.0037801845464855,0.0051954984664916,0.004865892821482,0.0085360027886338,3243,5.110357453765269e-05,0.8874250642306595,campus,data/KITTI_paper/campus/0000000002.bin,1969888,540443.9999999999
sample_1,0000000002.bin,EB-HC-3D(L2),1.0,0.274352653551877,,,0.0037801845464855,0.0051954984664916,0.004865892821482,0.0085360027886338,3243,5.110357453765269e-05,0.8874250642306595,campus,data/KITTI_paper/campus/0000000002.bin,1969888,540443.9999999999
sample_1,0000000002.bin,EB-HC(Axis),2.0,0.3244868066949322,,,0.0090615516528487,0.0180000066757202,0.011350861531304,0.0207858562731468,3836,0.0002832702463079,0.7710791675606093,campus,data/KITTI_paper/campus/0000000002.bin,1969888,639202.6666666666
sample_1,0000000002.bin,EB-HC(L2),2.0,0.3279651770388299,,,0.0083553548902273,0.0169999599456787,0.0104693049670694,0.0190535869001879,3877,0.0002409899117243,0.773879534896211,campus,data/KITTI_paper/campus/0000000002.bin,1969888,646054.6666666665
sample_1,0000000002.bin,EB-Octree(Axis),2.0,0.5269456943745026,,,0.0010634355712682,0.0179998874664306,0.0012127127788689,0.0201000143839893,6229,1.9267640363793645e-05,0.9952059041483295,campus,data/KITTI_paper/campus/0000000002.bin,1969888,1038024.0000000001
sample_1,0000000002.bin,EB-Octree(L2),2.0,0.5112547853820454,,,0.0019134818576276,0.0199999809265136,0.0021366290946372,0.0200002670290359,6043,4.106705619614201e-05,0.990252822148006,campus,data/KITTI_paper/campus/0000000002.bin,1969888,1007114.6666666666
sample_1,0000000002.bin,EB-HC-3D(Axis),2.0,0.2451401636370528,,,0.0075526349246501,0.0115466117858886,0.0097296502907575,0.0170903831252728,2898,0.0002023506378975,0.7841941186790645,campus,data/KITTI_paper/campus/0000000002.bin,1969888,482898.6666666666
sample_1,0000000002.bin,EB-HC-3D(L2),2.0,0.2451516702133996,,,0.007552673574537,0.0115466117858886,0.0097296093092763,0.0170903831252728,2898,0.0002023486778093,0.7841700404858299,campus,data/KITTI_paper/campus/0000000002.bin,1969888,482921.3333333333
sample_2,0000000004.bin,Huffman,0.0,0.6576850149740693,,,0.0,0.0,0.0,0.0,7780,0.0,1.0,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1296565.5
sample_2,0000000004.bin,EB-HC(Axis),0.5,0.3750530923414467,,,0.0023921814281493,0.0039999485015869,0.0029737412860738,0.0051975655390096,4437,2.006453300466463e-05,0.9299336953498925,campus,data/KITTI_paper/campus/0000000004.bin,1971408,739382.6666666667
sample_2,0000000004.bin,EB-HC(L2),0.5,0.3870194974015187,,,0.0016250679036602,0.0020065307617187,0.0020192314670617,0.0034661911374285,4578,9.44417009344844e-06,0.9594524294356336,campus,data/KITTI_paper/campus/0000000004.bin,1971408,762973.3333333331
sample_2,0000000004.bin,EB-Octree(Axis),0.5,0.5569366327687284,,,6.095156095398124e-06,0.003000259399414,7.487847521088832e-06,0.0043590205969874,6588,3.876657698077812e-08,0.99998482710486,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1097949.3333333333
sample_2,0000000004.bin,EB-Octree(L2),0.5,0.5559113080600261,,,2.1913294403930195e-05,0.0049999989569187,2.494956358700508e-05,0.0050001621255432,6576,1.4427167614030497e-07,0.9999696542097196,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1095928.0
sample_2,0000000004.bin,EB-HC-3D(Axis),0.5,0.3035164038426681,,,0.001877489965409,0.0024995803833007,0.0024062015435381,0.0042788925170078,3591,1.2551141954282515e-05,0.9412613355317396,campus,data/KITTI_paper/campus/0000000004.bin,1971408,598354.6666666666
sample_2,0000000004.bin,EB-HC-3D(L2),0.5,0.3035164038426681,,,0.001877489965409,0.0024995803833007,0.0024062015435381,0.0042788925170078,3591,1.2551141954282515e-05,0.9412613355317396,campus,data/KITTI_paper/campus/0000000004.bin,1971408,598354.6666666666
sample_2,0000000004.bin,EB-HC(Axis),1.0,0.3512880134401402,,,0.0046560834161937,0.0090000629425048,0.0058213097299912,0.0103929281365734,4156,7.529605533271933e-05,0.8789583897206513,campus,data/KITTI_paper/campus/0000000004.bin,1971408,692531.9999999999
sample_2,0000000004.bin,EB-HC(L2),1.0,0.3578761981284442,,,0.0039048788603395,0.0079998970031738,0.0048753713964659,0.0086615534985765,4234,5.30554535156077e-05,0.9041610118102278,campus,data/KITTI_paper/campus/0000000004.bin,1971408,705519.9999999999
sample_2,0000000004.bin,EB-Octree(Axis),1.0,0.5502091229550994,,,0.000159439528943,0.0080001354217529,0.0001869877059798,0.0099498361278938,6509,1.7785100076275798e-06,0.9994841920019418,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1084686.6666666665
sample_2,0000000004.bin,EB-Octree(L2),1.0,0.5440490586761678,,,0.0003547274100128,0.0099999997764825,0.0003990302358093,0.0100002288932043,6436,4.485524426119067e-06,0.9989684622502693,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1072542.6666666667
sample_2,0000000004.bin,EB-HC-3D(Axis),1.0,0.274442767132256,,,0.0037822611629962,0.0053495168685913,0.0048657887373097,0.0086021891188776,3247,5.110949012053075e-05,0.8848335071354085,campus,data/KITTI_paper/campus/0000000004.bin,1971408,541038.6666666665
sample_2,0000000004.bin,EB-HC-3D(L2),1.0,0.2744454724744954,,,0.0037822457961738,0.0053495168685913,0.0048657506036511,0.0086021891188776,3247,5.110900607339274e-05,0.8848335071354085,campus,data/KITTI_paper/campus/0000000004.bin,1971408,541044.0
sample_2,0000000004.bin,EB-HC(Axis),2.0,0.3245511160889408,,,0.0090752141550183,0.0180001258850097,0.011363218050287,0.0207858562731468,3839,0.0002837408571036,0.7674521414122469,campus,data/KITTI_paper/campus/0000000004.bin,1971408,639822.6666666666
sample_2,0000000004.bin,EB-HC(L2),2.0,0.3280031327863131,,,0.0083459010347723,0.016000747680664,0.0104546825849514,0.0190535524892327,3880,0.0002403504995969,0.8126220266739997,campus,data/KITTI_paper/campus/0000000004.bin,1971408,646627.9999999999
sample_2,0000000004.bin,EB-Octree(Axis),2.0,0.5263094532773869,,,0.0010592717444524,0.0190000534057617,0.0012082419935836,0.0200249974442784,6226,1.917220868548536e-05,0.9952847352780642,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1037570.6666666667
sample_2,0000000004.bin,EB-Octree(L2),2.0,0.5108707414531475,,,0.0019006279762834,0.0199999958276748,0.0021228572375474,0.0200000762940021,6043,4.072664345228969e-05,0.9907866224182086,campus,data/KITTI_paper/campus/0000000004.bin,1971408,1007134.6666666665
sample_2,0000000004.bin,EB-HC-3D(Axis),2.0,0.2453150235770576,,,0.0075493147596716,0.0117261409759521,0.0097273334112214,0.017120604526513,2902,0.0002023088864533,0.8010049427892624,campus,data/KITTI_paper/campus/0000000004.bin,1971408,483615.99999999994
sample_2,0000000004.bin,EB-HC-3D(L2),2.0,0.2453204342615362,,,0.0075493375770747,0.0117261409759521,0.0097272984651891,0.017120604526513,2902,0.0002023074357213,0.8010049427892624,campus,data/KITTI_paper/campus/0000000004.bin,1971408,483626.66666666657
sample_3,0000000006.bin,Huffman,0.0,0.6575835795534487,,,0.0,0.0,0.0,0.0,7778,0.0,1.0,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1296186.6666666667
sample_3,0000000006.bin,EB-HC(Axis),0.5,0.3750196164377631,,,0.0023910605814307,0.0049999952316284,0.0029713635804474,0.0051986667763578,4436,2.004912690200515e-05,0.9452417362663216,campus,data/KITTI_paper/campus/0000000006.bin,1971136,739214.6666666666
sample_3,0000000006.bin,EB-HC(L2),0.5,0.386973467753282,,,0.0016243517166003,0.0020065307617187,0.0020194027583007,0.0034680700014554,4577,9.445951983685237e-06,0.9565969399068668,campus,data/KITTI_paper/campus/0000000006.bin,1971136,762777.3333333333
sample_3,0000000006.bin,EB-Octree(Axis),0.5,0.5569992802796627,,,6.217767349880887e-06,0.003000259399414,7.72614518624882e-06,0.0043591026383292,6588,4.062346226625617e-08,1.0,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1097921.3333333333
sample_3,0000000006.bin,EB-Octree(L2),0.5,0.5560414569737112,,,2.083675281028264e-05,0.0049999989569187,2.3756130664737183e-05,0.0050001144466021,6577,1.3731286209134706e-07,0.9999395587790874,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1096033.3333333333
sample_3,0000000006.bin,EB-HC-3D(Axis),0.5,0.304336856174984,,,0.0018826244631782,0.0024995803833007,0.0024097603310862,0.004278773196083,3600,1.2594563677397623e-05,0.9496925656791504,campus,data/KITTI_paper/campus/0000000006.bin,1971136,599889.3333333333
sample_3,0000000006.bin,EB-HC-3D(L2),0.5,0.3043382090327608,,,0.0018826198065653,0.0024995803833007,0.0024097538040914,0.004278773196083,3600,1.2594506084422275e-05,0.9496925656791504,campus,data/KITTI_paper/campus/0000000006.bin,1971136,599892.0
sample_3,0000000006.bin,EB-HC(Axis),1.0,0.3513053724688031,,,0.0046506724320352,0.0090003013610839,0.005815232808367,0.0103929281365734,4155,7.516625185174125e-05,0.8755634940886281,campus,data/KITTI_paper/campus/0000000006.bin,1971136,692470.6666666667
sample_3,0000000006.bin,EB-HC(L2),1.0,0.3578613212550191,,,0.0039043019060045,0.0070000290870666,0.0048773731425671,0.0086631373477188,4233,5.309275606013847e-05,0.8967716050267242,campus,data/KITTI_paper/campus/0000000006.bin,1971136,705393.3333333334
sample_3,0000000006.bin,EB-Octree(Axis),1.0,0.5501132341959154,,,0.0001621563715161,0.0070000290870666,0.0001902622634064,0.0099498361278938,6507,1.8168757696514505e-06,0.9994107426153962,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1084348.0
sample_3,0000000006.bin,EB-Octree(L2),1.0,0.5443155621935777,,,0.0003474058466963,0.010000005364418,0.000391566735379,0.0100001335145179,6438,4.395208311263922e-06,0.9986705141182336,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1072920.0
sample_3,0000000006.bin,EB-HC-3D(Axis),1.0,0.2752761182722383,,,0.0037828253116458,0.005724549293518,0.0048674068315941,0.0084774903860935,3256,5.113248638076089e-05,0.8883593504751577,campus,data/KITTI_paper/campus/0000000006.bin,1971136,542606.6666666667
sample_3,0000000006.bin,EB-HC-3D(L2),1.0,0.2752761182722383,,,0.0037828253116458,0.005724549293518,0.0048674068315941,0.0084774903860935,3256,5.113248638076089e-05,0.8883593504751577,campus,data/KITTI_paper/campus/0000000006.bin,1971136,542606.6666666667
sample_3,0000000006.bin,EB-HC(Axis),2.0,0.3245715499420977,,,0.0090431096032261,0.0180001258850097,0.0113265649924623,0.0207858218622692,3839,0.0002823544345181,0.7682163492403167,campus,data/KITTI_paper/campus/0000000006.bin,1971136,639774.6666666666
sample_3,0000000006.bin,EB-HC(L2),2.0,0.3280199844150784,,,0.0083562117069959,0.0160002708435058,0.0104762115291072,0.0190535180784018,3880,0.0002411810398392,0.7831992561749606,campus,data/KITTI_paper/campus/0000000006.bin,1971136,646572.0
sample_3,0000000006.bin,EB-Octree(Axis),2.0,0.5271180341353074,,,0.0010358131257817,0.0160000324249267,0.0011830520252043,0.0205181452769261,6235,1.875120706094096e-05,0.9949257743479772,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1039021.3333333334
sample_3,0000000006.bin,EB-Octree(L2),2.0,0.5114789982358735,,,0.0018868149491026,0.0199999995529651,0.0021068463123349,0.0199999995529651,6050,4.050130740061318e-05,0.9901892715911492,campus,data/KITTI_paper/campus/0000000006.bin,1971136,1008194.6666666667
sample_3,0000000006.bin,EB-HC-3D(Axis),2.0,0.2462431139539162,,,0.0075715743005275,0.0117635130882263,0.0097661317166688,0.0172398668554618,2913,0.0002036542490648,0.7974068950551985,campus,data/KITTI_paper/campus/0000000006.bin,1971136,485378.66666666657
sample_3,0000000006.bin,EB-HC-3D(L2),2.0,0.2462525839583536,,,0.007571558933705,0.0117635130882263,0.0097660651919699,0.0172398668554618,2913,0.0002036522185888,0.7974556501925893,campus,data/KITTI_paper/campus/0000000006.bin,1971136,485397.33333333326
sample_4,0000000008.bin,Huffman,0.0,0.657624829733016,,,0.0,0.0,0.0,0.0,7771,0.0,1.0,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1295163.1666666667
sample_4,0000000008.bin,EB-HC(Axis),0.5,0.3749664882079112,,,0.0023977106902748,0.0049999952316284,0.0029775215975894,0.0051986323802313,4431,2.008397956662201e-05,0.9308121857092738,campus,data/KITTI_paper/campus/0000000008.bin,1969456,738479.9999999999
sample_4,0000000008.bin,EB-HC(L2),0.5,0.3869474616340756,,,0.0016292554792016,0.0020065307617187,0.0020254070536675,0.0034661911374285,4573,9.484478409096804e-06,0.9591694475342972,campus,data/KITTI_paper/campus/0000000008.bin,1969456,762076.0
sample_4,0000000008.bin,EB-Octree(Axis),0.5,0.5570688894124401,,,4.915085355605697e-06,0.003000259399414,5.989924170628827e-06,0.0043589385443209,6583,3.0513897994231234e-08,0.9999848606422116,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1097122.6666666667
sample_4,0000000008.bin,EB-Octree(L2),0.5,0.5560703057087846,,,2.056202538369689e-05,0.005000002682209,2.3316441517585925e-05,0.0050001144466021,6571,1.3572726153564185e-07,0.9999394425688464,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1095156.0
sample_4,0000000008.bin,EB-HC-3D(Axis),0.5,0.3039830965166692,,,0.0018705044640228,0.00250244140625,0.002396885933107,0.0042583481685387,3593,1.2450163555529816e-05,0.938144783763556,campus,data/KITTI_paper/campus/0000000008.bin,1969456,598681.3333333333
sample_4,0000000008.bin,EB-HC-3D(L2),0.5,0.3039830965166692,,,0.0018705044640228,0.00250244140625,0.002396885933107,0.0042583481685387,3593,1.2450163555529816e-05,0.938144783763556,campus,data/KITTI_paper/campus/0000000008.bin,1969456,598681.3333333333
sample_4,0000000008.bin,EB-HC(Axis),1.0,0.3512760207217966,,,0.0046502519398927,0.0090000629425048,0.0058166875869762,0.0103948558343015,4151,7.524083270303802e-05,0.8789642171160276,campus,data/KITTI_paper/campus/0000000008.bin,1969456,691822.6666666666
sample_4,0000000008.bin,EB-HC(L2),1.0,0.3578402699357927,,,0.0039034846704453,0.0080000162124633,0.0048724654875608,0.0086615534985765,4229,5.3006770990777576e-05,0.906411903078233,campus,data/KITTI_paper/campus/0000000008.bin,1969456,704750.6666666665
sample_4,0000000008.bin,EB-Octree(Axis),1.0,0.5504064743428304,,,0.0001528951397631,0.0070000290870666,0.0001795873839283,0.0098994517782387,6505,1.7170095927265056e-06,0.9995761108167436,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1084001.3333333335
sample_4,0000000008.bin,EB-Octree(L2),1.0,0.5441346916779727,,,0.0003513255214784,0.0099999997764825,0.000394985983738,0.0100003242510865,6430,4.461684372273136e-06,0.99906154451609,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1071649.3333333333
sample_4,0000000008.bin,EB-HC-3D(Axis),1.0,0.2749111091252271,,,0.0037854039110243,0.0059144496917724,0.0048663073658419,0.0085612535999554,3249,5.113035441784385e-05,0.8902859431546725,campus,data/KITTI_paper/campus/0000000008.bin,1969456,541425.3333333333
sample_4,0000000008.bin,EB-HC-3D(L2),1.0,0.2749111091252271,,,0.0037854039110243,0.0059144496917724,0.0048663073658419,0.0085612535999554,3249,5.113035441784385e-05,0.8902859431546725,campus,data/KITTI_paper/campus/0000000008.bin,1969456,541425.3333333333
sample_4,0000000008.bin,EB-HC(Axis),2.0,0.324512623452026,,,0.0090600848197937,0.0180001258850097,0.0113499877254164,0.0207852712572348,3835,0.000283242923709,0.7817872662006423,campus,data/KITTI_paper/campus/0000000008.bin,1969456,639113.3333333333
sample_4,0000000008.bin,EB-HC(L2),2.0,0.3279687385755254,,,0.0083464216440916,0.0170000195503234,0.0104593363377987,0.0190534492556213,3876,0.0002405578371331,0.8051490181609479,campus,data/KITTI_paper/campus/0000000008.bin,1969456,645919.9999999999
sample_4,0000000008.bin,EB-Octree(Axis),2.0,0.5272616736127472,,,0.0010443902574479,0.0169999599456787,0.0011898772117737,0.020615560510091,6231,1.8891252419354583e-05,0.9954459490127846,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1038418.6666666667
sample_4,0000000008.bin,EB-Octree(L2),2.0,0.5117203261543628,,,0.0018994810525327,0.020000010728836,0.0021169163542043,0.020000010728836,6047,4.094798090448136e-05,0.9908657844990548,campus,data/KITTI_paper/campus/0000000008.bin,1969456,1007810.6666666667
sample_4,0000000008.bin,EB-HC-3D(Axis),2.0,0.2458445377809913,,,0.0075619351118803,0.0121068954467773,0.0097411400007692,0.017014535334685,2906,0.0002027745464195,0.7943842792389327,campus,data/KITTI_paper/campus/0000000008.bin,1969456,484180.0
sample_4,0000000008.bin,EB-HC-3D(L2),2.0,0.2458519848458999,,,0.007561860140413,0.0121068954467773,0.0097410183093811,0.017014535334685,2906,0.0002027695700546,0.7943599278027332,campus,data/KITTI_paper/campus/0000000008.bin,1969456,484194.6666666666
sample_5,0000000010.bin,Huffman,0.0,0.657722996447275,,,0.0,0.0,0.0,0.0,7773,0.0,1.0,campus,data/KITTI_paper/campus/0000000010.bin,1969568,1295430.1666666667
sample_5,0000000010.bin,EB-HC(Axis),0.5,0.3750399410767572,,,0.0023939199745655,0.0049999952316284,0.0029745259754903,0.0051985291945867,4432,2.007214164321699e-05,0.9569897249119068,campus,data/KITTI_paper/campus/0000000010.bin,1969568,738666.6666666665
sample_5,0000000010.bin,EB-HC(L2),0.5,0.3869843539293895,,,0.0016311139333993,0.0020065307617187,0.0020261295611765,0.0034679496780791,4574,9.486983787755458e-06,0.9597356214526,campus,data/KITTI_paper/campus/0000000010.bin,1969568,762191.9999999999
sample_5,0000000010.bin,EB-Octree(Axis),0.5,0.557115739762899,,,6.401441623893334e-06,0.003000259399414,7.818462817449845e-06,0.0043591026383292,6584,4.0615528118505785e-08,0.9999848723224012,campus,data/KITTI_paper/campus/0000000010.bin,1969568,1097277.3333333335
sample_5,0000000010.bin,EB-Octree(L2),0.5,0.5563101485537268,,,1.9911005438189026e-05,0.0049999989569187,2.268814892577532e-05,0.0050001621255432,6575,1.3046681661243173e-07,0.9999848723224012,campus,data/KITTI_paper/campus/0000000010.bin,1969568,1095690.6666666667
sample_5,0000000010.bin,EB-HC-3D(Axis),0.5,0.3042149344424767,,,0.0018678122432902,0.002471923828125,0.0023930092393528,0.0042775058935997,3596,1.241891670069105e-05,0.9458692391400252,campus,data/KITTI_paper/campus/0000000010.bin,1969568,599172.0
sample_5,0000000010.bin,EB-HC-3D(L2),0.5,0.3042149344424767,,,0.0018678122432902,0.002471923828125,0.0023930092393528,0.0042775058935997,3596,1.241891670069105e-05,0.9458692391400252,campus,data/KITTI_paper/campus/0000000010.bin,1969568,599172.0
sample_5,0000000010.bin,EB-HC(Axis),1.0,0.3512871858194284,,,0.0046494542621076,0.0090003013610839,0.0058130200702596,0.0103929281365734,4152,7.513842460254717e-05,0.878376075658175,campus,data/KITTI_paper/campus/0000000010.bin,1969568,691884.0
sample_5,0000000010.bin,EB-HC(L2),1.0,0.3578625702015197,,,0.0039009822066873,0.0080000162124633,0.0048665922074309,0.0086615534985765,4230,5.2866049153499005e-05,0.8967960301752574,campus,data/KITTI_paper/campus/0000000010.bin,1969568,704834.6666666667
