Scene,Filename,Method,BE (cm),Compression Ratio,Compression Time (s),Decompression Time (s),Mean Error (Axis),Max Error (Axis),Mean Error (L2),Max Error (L2),Num Packets,Chamfer Distance,Occupancy IoU
sample_0,0000000000.bin,Huffman,0,0.6531643403935755,nan,nan,0.0,0.0,0.0,0.0,7766,0.0,1.0
sample_0,0000000000.bin,EB-HC(Axis),1.0,0.34226226525300324,nan,nan,0.0046539208851754665,0.008999824523925781,0.005823538766170519,0.010392928136573411,4069,7.538804051748321e-05,0.8732278926810527
sample_0,0000000000.bin,EB-HC(L2),1.0,0.3487027511527063,nan,nan,0.0039044388104230165,0.007999897003173828,0.004876106359866218,0.008661484682358719,4146,5.3074335132989286e-05,0.8938150468596282
sample_0,0000000000.bin,EB-Octree(Axis),1.0,0.5602785336875566,nan,nan,0.00012088279618183151,0.00800013542175293,0.00014092888583260246,0.010050013122899515,6661,1.33189204122387e-06,0.9996719653376707
sample_0,0000000000.bin,EB-Octree(L2),1.0,0.5553447083175198,nan,nan,0.00027817569207400084,0.01000000536441803,0.0003107974183291624,0.010000133514517982,6603,3.502451141082869e-06,0.999179980592874
sample_0,0000000000.bin,EB-HC-3D(Axis),1.0,0.2808949523171214,nan,nan,0.0037917247973382473,0.005795955657958984,0.004872652401525563,0.008578078329105383,3340,5.129995629878748e-05,0.8765531833044816
sample_0,0000000000.bin,EB-HC-3D(L2),1.0,0.2808949523171214,nan,nan,0.0037917247973382473,0.005795955657958984,0.004872652401525563,0.008578078329105383,3340,5.129995629878748e-05,0.8765531833044816
sample_1,0000000001.bin,Huffman,0,0.6532573404475895,nan,nan,0.0,0.0,0.0,0.0,7764,0.0,1.0
sample_1,0000000001.bin,EB-HC(Axis),1.0,0.3423399225025379,nan,nan,0.004650202114135027,0.008999943733215332,0.005817814978272977,0.010392928136573411,4069,7.52756745590992e-05,0.8772228770563214
sample_1,0000000001.bin,EB-HC(L2),1.0,0.3488637924209744,nan,nan,0.003894928377121687,0.008000016212463379,0.004863073037645593,0.008661484682358719,4146,5.284501466584825e-05,0.8973658309158724
sample_1,0000000001.bin,EB-Octree(Axis),1.0,0.560118427323914,nan,nan,0.00012262006930541247,0.00700002908706665,0.00014330926447676828,0.009949836127893859,6657,1.3567376247744113e-06,0.9996451771384901
sample_1,0000000001.bin,EB-Octree(L2),1.0,0.5553320569679051,nan,nan,0.00027437828248366714,0.009999999776482582,0.00030787212376101635,0.010000133514517982,6600,3.4459762119525554e-06,0.9991675650595668
sample_1,0000000001.bin,EB-HC-3D(Axis),1.0,0.27955903459381154,nan,nan,0.0037877915892750025,0.005621433258056641,0.0048718216653660705,0.00853866814364431,3323,5.125069439494179e-05,0.891294815579056
sample_1,0000000001.bin,EB-HC-3D(L2),1.0,0.27956105415936255,nan,nan,0.0037877627182751894,0.005621433258056641,0.00487177901719471,0.00853866814364431,3323,5.124995067492646e-05,0.891294815579056
sample_2,0000000002.bin,Huffman,0,0.6531467567764029,nan,nan,0.0,0.0,0.0,0.0,7764,0.0,1.0
sample_2,0000000002.bin,EB-HC(Axis),1.0,0.3423974789734974,nan,nan,0.004660876002162695,0.009000062942504883,0.005833394806092684,0.010392928136573411,4070,7.558219284000813e-05,0.8738390487854665
sample_2,0000000002.bin,EB-HC(L2),1.0,0.34888513768186175,nan,nan,0.003902324941009283,0.008000016212463379,0.0048717183824446356,0.008661519090330907,4147,5.299107913122446e-05,0.891308547217679
sample_2,0000000002.bin,EB-Octree(Axis),1.0,0.5594967908334141,nan,nan,0.00012334033090155572,0.008000016212463379,0.0001437045657573788,0.010099457535606158,6651,1.3608921720995113e-06,0.9996325630766718
sample_2,0000000002.bin,EB-Octree(L2),1.0,0.5551649543932198,nan,nan,0.0002681727637536824,0.010000001639127731,0.00030078840023763234,0.010000133514517982,6599,3.379028565530553e-06,0.9991019064077618
sample_2,0000000002.bin,EB-HC-3D(Axis),1.0,0.2806358295911005,nan,nan,0.003777007106691599,0.005166053771972656,0.004859692456790852,0.00853516089638331,3336,5.101073636222459e-05,0.8865716082498043
sample_2,0000000002.bin,EB-HC-3D(L2),1.0,0.2806378487814859,nan,nan,0.0037770261988043785,0.005166053771972656,0.004859693135102035,0.00853516089638331,3336,5.10107395459842e-05,0.8865716082498043
